generation,class,card,share,n_unique_elites
12,WARRIOR,Spellbreaker,0.069,29
12,WARRIOR,Stalagg,0.4138,29
12,WARRIOR,Stormwind Knight,0.0345,29
12,WARRIOR,Sunwalker,0.2414,29
12,WARRIOR,Sylvanas Windrunner,0.5172,29
12,WARRIOR,The Black Knight,0.3793,29
12,WARRIOR,Tinkmaster Overspark,0.1379,29
12,WARRIOR,Undertaker,0.2414,29
12,WARRIOR,Unstable Ghoul,0.7586,29
12,WARRIOR,Voodoo Doctor,0.0345,29
12,WARRIOR,Warsong Commander,0.1379,29
12,WARRIOR,Whirlwind,0.3793,29
12,WARRIOR,Wild Pyromancer,0.1724,29
12,WARRIOR,Youthful Brewmaster,0.0345,29
12,WARRIOR,Ysera,0.3448,29
12,WARRIOR,Zombie Chow,0.1724,29
13,HUNTER,Alexstrasza,0.1667,18
13,HUNTER,Ancient Brewmaster,0.1667,18
13,HUNTER,Animal Companion,0.4444,18
13,HUNTER,Arcane Shot,0.1667,18
13,HUNTER,Argent Squire,0.1667,18
13,HUNTER,Baron Geddon,0.1667,18
13,HUNTER,Baron Rivendare,0.2778,18
13,HUNTER,Cairne Bloodhoof,0.1667,18
13,HUNTER,Dancing Swords,0.0556,18
13,HUNTER,Deadly Shot,0.1667,18
13,HUNTER,Deathlord,0.1111,18
13,HUNTER,Dire Wolf Alpha,0.1111,18
13,HUNTER,Eaglehorn Bow,0.6667,18
13,HUNTER,Echoing Ooze,0.0556,18
13,HUNTER,Elven Archer,0.1667,18
13,HUNTER,Explosive Shot,0.3333,18
13,HUNTER,Explosive Trap,0.6667,18
13,HUNTER,Feugen,0.1667,18
13,HUNTER,Flare,0.3889,18
13,HUNTER,Freezing Trap,0.6667,18
13,HUNTER,Frostwolf Grunt,0.1667,18
13,HUNTER,Goldshire Footman,0.1667,18
13,HUNTER,Harvest Golem,0.1667,18
13,HUNTER,Haunted Creeper,0.6667,18
13,HUNTER,Houndmaster,0.4444,18
13,HUNTER,Hungry Crab,0.0556,18
13,HUNTER,Hunter's Mark,0.7778,18
13,HUNTER,Ironbeak Owl,0.1667,18
13,HUNTER,Ironfur Grizzly,0.1111,18
13,HUNTER,Kel'Thuzad,0.1667,18
13,HUNTER,Kill Command,0.2222,18
13,HUNTER,King Krush,0.1667,18
13,HUNTER,Knife Juggler,0.0556,18
13,HUNTER,Leeroy Jenkins,0.2222,18
13,HUNTER,Leper Gnome,0.7778,18
13,HUNTER,Loatheb,0.2222,18
13,HUNTER,Loot Hoarder,0.2778,18
13,HUNTER,Mad Scientist,0.8333,18
13,HUNTER,Maexxna,0.1667,18
13,HUNTER,Misdirection,0.3333,18
13,HUNTER,Mogu'shan Warden,0.0556,18
13,HUNTER,Mountain Giant,0.0556,18
13,HUNTER,Multi-Shot,0.1667,18
13,HUNTER,Murloc Raider,0.1667,18
13,HUNTER,Murloc Tidehunter,0.1667,18
13,HUNTER,Nat Pagle,0.0556,18
13,HUNTER,Nerub'ar Weblord,0.2222,18
13,HUNTER,Nerubian Egg,0.0556,18
13,HUNTER,Novice Engineer,0.1111,18
13,HUNTER,Oasis Snapjaw,0.1111,18
13,HUNTER,Priestess of Elune,0.1111,18
13,HUNTER,Ragnaros the Firelord,0.2778,18
13,HUNTER,Reckless Rocketeer,0.1111,18
13,HUNTER,Savannah Highmane,0.5,18
13,HUNTER,Scarlet Crusader,0.1667,18
13,HUNTER,Secretkeeper,0.0556,18
13,HUNTER,Shieldbearer,0.2222,18
13,HUNTER,Silvermoon Guardian,0.0556,18
13,HUNTER,Sludge Belcher,0.2222,18
13,HUNTER,Snake Trap,0.0556,18
13,HUNTER,Spectral Knight,0.0556,18
13,HUNTER,Stalagg,0.1667,18
13,HUNTER,Starving Buzzard,0.4444,18
13,HUNTER,Stonetusk Boar,0.2222,18
13,HUNTER,Stormwind Champion,0.0556,18
13,HUNTER,Sylvanas Windrunner,0.1667,18
13,HUNTER,Timber Wolf,0.1111,18
13,HUNTER,Tinkmaster Overspark,0.0556,18
13,HUNTER,Tracking,0.1667,18
13,HUNTER,Undertaker,0.6111,18
13,HUNTER,Unleash the Hounds,0.8333,18
13,HUNTER,Unstable Ghoul,0.1667,18
13,HUNTER,Webspinner,0.6667,18
13,HUNTER,Wisp,0.1667,18
13,HUNTER,Worgen Infiltrator,0.1667,18
13,HUNTER,Young Dragonhawk,0.1667,18
13,HUNTER,Ysera,0.1667,18
13,MAGE,Acidic Swamp Ooze,0.1316,38
13,MAGE,Acolyte of Pain,0.0789,38
13,MAGE,Alarm-o-Bot,0.0263,38
13,MAGE,Alexstrasza,0.1579,38
13,MAGE,Amani Berserker,0.0526,38
13,MAGE,Arcane Explosion,0.2895,38
13,MAGE,Arcane Intellect,0.6579,38
13,MAGE,Arcane Missiles,0.3684,38
13,MAGE,Archmage Antonidas,0.0526,38
13,MAGE,Argent Commander,0.0526,38
13,MAGE,Azure Drake,0.3684,38
13,MAGE,Baron Rivendare,0.0789,38
13,MAGE,Blizzard,0.5263,38
13,MAGE,Blood Knight,0.0263,38
13,MAGE,Bloodfen Raptor,0.0263,38
13,MAGE,Bloodmage Thalnos,0.1316,38
13,MAGE,Bluegill Warrior,0.1316,38
13,MAGE,Booty Bay Bodyguard,0.0789,38
13,MAGE,Cairne Bloodhoof,0.1842,38
13,MAGE,Chillwind Yeti,0.1053,38
13,MAGE,Cone of Cold,0.4211,38
13,MAGE,Counterspell,0.6316,38
13,MAGE,Cult Master,0.0526,38
13,MAGE,Dalaran Mage,0.0263,38
13,MAGE,Dancing Swords,0.1053,38
13,MAGE,Dark Iron Dwarf,0.0526,38
13,MAGE,Darkscale Healer,0.1579,38
13,MAGE,Deathlord,0.0263,38
13,MAGE,Demolisher,0.1316,38
13,MAGE,Doomsayer,0.3158,38
13,MAGE,Duplicate,0.3158,38
13,MAGE,Earthen Ring Farseer,0.1053,38
13,MAGE,Echoing Ooze,0.0526,38
13,MAGE,Elven Archer,0.2632,38
13,MAGE,Ethereal Arcanist,0.2105,38
13,MAGE,Faerie Dragon,0.1316,38
13,MAGE,Feugen,0.1053,38
13,MAGE,Fireball,1.0,38
13,MAGE,Flamestrike,0.7895,38
13,MAGE,Frost Nova,0.5263,38
13,MAGE,Frostbolt,0.8947,38
13,MAGE,Frostwolf Grunt,0.0263,38
13,MAGE,Frostwolf Warlord,0.0526,38
13,MAGE,Gadgetzan Auctioneer,0.0526,38
13,MAGE,Gnomish Inventor,0.0263,38
13,MAGE,Harrison Jones,0.0263,38
13,MAGE,Harvest Golem,0.0526,38
13,MAGE,Hungry Crab,0.0526,38
13,MAGE,Ice Barrier,0.6842,38
13,MAGE,Ice Block,0.4737,38
13,MAGE,Ice Lance,0.1842,38
13,MAGE,Imp Master,0.0526,38
13,MAGE,Kirin Tor Mage,0.2895,38
13,MAGE,Knife Juggler,0.0263,38
13,MAGE,Kobold Geomancer,0.0263,38
13,MAGE,Leper Gnome,0.1053,38
13,MAGE,Loatheb,0.3684,38
13,MAGE,Loot Hoarder,0.2368,38
13,MAGE,Mad Scientist,0.5,38
13,MAGE,Maexxna,0.1053,38
13,MAGE,Mana Wraith,0.1579,38
13,MAGE,Mana Wyrm,0.3947,38
13,MAGE,Mind Control Tech,0.0263,38
13,MAGE,Mirror Entity,0.1316,38
13,MAGE,Mirror Image,0.2105,38
13,MAGE,Mogu'shan Warden,0.2105,38
13,MAGE,Molten Giant,0.1579,38
13,MAGE,Mountain Giant,0.0526,38
13,MAGE,Murloc Tidehunter,0.0789,38
13,MAGE,Murloc Warleader,0.0263,38
13,MAGE,Nat Pagle,0.0263,38
13,MAGE,Nightblade,0.2895,38
13,MAGE,Novice Engineer,0.1053,38
13,MAGE,Nozdormu,0.1053,38
13,MAGE,Ogre Magi,0.0263,38
13,MAGE,Polymorph,0.5,38
13,MAGE,Pyroblast,0.3421,38
13,MAGE,Questing Adventurer,0.0526,38
13,MAGE,Ragnaros the Firelord,0.3158,38
13,MAGE,Raid Leader,0.0526,38
13,MAGE,Razorfen Hunter,0.0526,38
13,MAGE,Reckless Rocketeer,0.1053,38
13,MAGE,River Crocolisk,0.0263,38
13,MAGE,Scarlet Crusader,0.1316,38
13,MAGE,Secretkeeper,0.1842,38
13,MAGE,Sen'jin Shieldmasta,0.1842,38
13,MAGE,Shade of Naxxramas,0.0263,38
13,MAGE,Shieldbearer,0.0263,38
13,MAGE,Sludge Belcher,0.4737,38
13,MAGE,Sorcerer's Apprentice,0.3158,38
13,MAGE,Spellbender,0.1053,38
13,MAGE,Spiteful Smith,0.0526,38
13,MAGE,Stalagg,0.1579,38
13,MAGE,Stormpike Commando,0.1316,38
13,MAGE,Sunwalker,0.1053,38
13,MAGE,Sylvanas Windrunner,0.1053,38
13,MAGE,Undertaker,0.1053,38
13,MAGE,Unstable Ghoul,0.0526,38
13,MAGE,Vaporize,0.4474,38
13,MAGE,Venture Co. Mercenary,0.1053,38
13,MAGE,Voodoo Doctor,0.1053,38
13,MAGE,Water Elemental,0.1053,38
13,MAGE,Wild Pyromancer,0.0263,38
13,MAGE,Windfury Harpy,0.0263,38
13,MAGE,Wolfrider,0.1316,38
13,MAGE,Worgen Infiltrator,0.0263,38
13,MAGE,Young Dragonhawk,0.0526,38
13,MAGE,Ysera,0.0526,38
13,WARRIOR,Abomination,0.1667,30
13,WARRIOR,Acolyte of Pain,1.0,30
13,WARRIOR,Alexstrasza,0.4667,30
13,WARRIOR,Amani Berserker,0.1,30
13,WARRIOR,Arathi Weaponsmith,0.1667,30
13,WARRIOR,Argent Commander,0.1,30
13,WARRIOR,Armorsmith,0.9,30
13,WARRIOR,Azure Drake,0.1667,30
13,WARRIOR,Baron Geddon,0.2333,30
13,WARRIOR,Battle Rage,0.1,30
13,WARRIOR,Bluegill Warrior,0.0667,30
13,WARRIOR,Brawl,0.4667,30
13,WARRIOR,Cairne Bloodhoof,0.2,30
13,WARRIOR,Cleave,0.6333,30
13,WARRIOR,Cruel Taskmaster,0.8333,30
13,WARRIOR,Death's Bite,0.4,30
13,WARRIOR,Defender of Argus,0.2333,30
13,WARRIOR,Demolisher,0.0333,30
13,WARRIOR,Dread Corsair,0.1,30
13,WARRIOR,Earthen Ring Farseer,0.0333,30
13,WARRIOR,Elite Tauren Chieftain,0.0333,30
13,WARRIOR,Elven Archer,0.0667,30
13,WARRIOR,Execute,1.0,30
13,WARRIOR,Faceless Manipulator,0.1333,30
13,WARRIOR,Feugen,0.1,30
13,WARRIOR,Fiery War Axe,0.9333,30
13,WARRIOR,Frost Elemental,0.0333,30
13,WARRIOR,Frostwolf Grunt,0.1,30
13,WARRIOR,Frothing Berserker,0.3333,30
13,WARRIOR,Gorehowl,0.3,30
13,WARRIOR,Grommash Hellscream,0.6667,30
13,WARRIOR,Harrison Jones,0.3,30
13,WARRIOR,Harvest Golem,0.2,30
13,WARRIOR,Haunted Creeper,0.2,30
13,WARRIOR,Heroic Strike,0.0333,30
13,WARRIOR,Hungry Crab,0.0333,30
13,WARRIOR,Injured Blademaster,0.1,30
13,WARRIOR,Inner Rage,0.1,30
13,WARRIOR,Jungle Panther,0.1667,30
13,WARRIOR,Kel'Thuzad,0.0667,30
13,WARRIOR,Knife Juggler,0.0667,30
13,WARRIOR,Kor'kron Elite,0.1,30
13,WARRIOR,Leeroy Jenkins,0.1,30
13,WARRIOR,Leper Gnome,0.2,30
13,WARRIOR,Lightwarden,0.1667,30
13,WARRIOR,Loatheb,0.4,30
13,WARRIOR,Loot Hoarder,0.2,30
13,WARRIOR,Lord of the Arena,0.0667,30
13,WARRIOR,Lorewalker Cho,0.0667,30
13,WARRIOR,Mad Scientist,0.1,30
13,WARRIOR,Maexxna,0.0333,30
13,WARRIOR,Mana Addict,0.0333,30
13,WARRIOR,Millhouse Manastorm,0.0667,30
13,WARRIOR,Mogu'shan Warden,0.0333,30
13,WARRIOR,Murloc Warleader,0.1,30
13,WARRIOR,Nozdormu,0.0333,30
13,WARRIOR,Pint-Sized Summoner,0.0667,30
13,WARRIOR,Questing Adventurer,0.0333,30
13,WARRIOR,Raging Worgen,0.1667,30
13,WARRIOR,Ragnaros the Firelord,0.5333,30
13,WARRIOR,Reckless Rocketeer,0.0667,30
13,WARRIOR,Sen'jin Shieldmasta,0.1667,30
13,WARRIOR,Shade of Naxxramas,0.1,30
13,WARRIOR,Shield Block,0.9,30
13,WARRIOR,Shield Slam,0.9,30
13,WARRIOR,Slam,0.6,30
13,WARRIOR,Sludge Belcher,1.0,30
13,WARRIOR,Spectral Knight,0.1,30
13,WARRIOR,Spellbreaker,0.0667,30
13,WARRIOR,Stalagg,0.4,30
13,WARRIOR,Stormwind Knight,0.0667,30
13,WARRIOR,Sunwalker,0.2333,30
13,WARRIOR,Sylvanas Windrunner,0.5,30
13,WARRIOR,The Black Knight,0.3333,30
13,WARRIOR,Tinkmaster Overspark,0.1333,30
13,WARRIOR,Undertaker,0.2667,30
13,WARRIOR,Unstable Ghoul,0.7333,30
13,WARRIOR,Upgrade!,0.0333,30
13,WARRIOR,Voodoo Doctor,0.0333,30
13,WARRIOR,Warsong Commander,0.1333,30
13,WARRIOR,Whirlwind,0.3667,30
13,WARRIOR,Wild Pyromancer,0.1667,30
13,WARRIOR,Youthful Brewmaster,0.0333,30
13,WARRIOR,Ysera,0.3,30
13,WARRIOR,Zombie Chow,0.2,30
14,HUNTER,Alexstrasza,0.2105,19
14,HUNTER,Ancient Brewmaster,0.2105,19
14,HUNTER,Animal Companion,0.4737,19
14,HUNTER,Arcane Shot,0.1579,19
14,HUNTER,Argent Squire,0.1579,19
14,HUNTER,Baron Geddon,0.2105,19
14,HUNTER,Baron Rivendare,0.3158,19
14,HUNTER,Cairne Bloodhoof,0.1579,19
14,HUNTER,Dancing Swords,0.0526,19
14,HUNTER,Deadly Shot,0.2105,19
14,HUNTER,Deathlord,0.1053,19
14,HUNTER,Dire Wolf Alpha,0.1053,19
14,HUNTER,Eaglehorn Bow,0.6842,19
14,HUNTER,Echoing Ooze,0.0526,19
14,HUNTER,Elven Archer,0.1579,19
14,HUNTER,Explosive Shot,0.3684,19
14,HUNTER,Explosive Trap,0.6842,19
14,HUNTER,Feugen,0.1579,19
14,HUNTER,Flare,0.4211,19
14,HUNTER,Freezing Trap,0.6842,19
14,HUNTER,Frostwolf Grunt,0.1579,19
14,HUNTER,Goldshire Footman,0.1579,19
14,HUNTER,Harvest Golem,0.1579,19
14,HUNTER,Haunted Creeper,0.6316,19
14,HUNTER,Houndmaster,0.4211,19
14,HUNTER,Hungry Crab,0.0526,19
14,HUNTER,Hunter's Mark,0.7895,19
14,HUNTER,Ironbeak Owl,0.1579,19
14,HUNTER,Ironfur Grizzly,0.1053,19
14,HUNTER,Kel'Thuzad,0.1579,19
14,HUNTER,Kill Command,0.2105,19
14,HUNTER,King Krush,0.1579,19
14,HUNTER,Knife Juggler,0.0526,19
14,HUNTER,Leeroy Jenkins,0.2105,19
14,HUNTER,Leper Gnome,0.7368,19
14,HUNTER,Loatheb,0.2632,19
14,HUNTER,Loot Hoarder,0.2632,19
14,HUNTER,Mad Scientist,0.8421,19
14,HUNTER,Maexxna,0.2105,19
14,HUNTER,Misdirection,0.3684,19
14,HUNTER,Mogu'shan Warden,0.0526,19
14,HUNTER,Mountain Giant,0.0526,19
14,HUNTER,Multi-Shot,0.2105,19
14,HUNTER,Murloc Raider,0.1579,19
14,HUNTER,Murloc Tidehunter,0.1579,19
14,HUNTER,Nat Pagle,0.0526,19
14,HUNTER,Nerub'ar Weblord,0.2632,19
14,HUNTER,Nerubian Egg,0.0526,19
14,HUNTER,Novice Engineer,0.1053,19
14,HUNTER,Oasis Snapjaw,0.1053,19
14,HUNTER,Priestess of Elune,0.1053,19
14,HUNTER,Ragnaros the Firelord,0.3158,19
14,HUNTER,Reckless Rocketeer,0.1053,19
14,HUNTER,Savannah Highmane,0.4737,19
14,HUNTER,Scarlet Crusader,0.1579,19
14,HUNTER,Secretkeeper,0.0526,19
14,HUNTER,Shieldbearer,0.2105,19
14,HUNTER,Silver Hand Knight,0.0526,19
14,HUNTER,Silvermoon Guardian,0.0526,19
14,HUNTER,Sludge Belcher,0.2105,19
14,HUNTER,Snake Trap,0.0526,19
14,HUNTER,Spectral Knight,0.0526,19
14,HUNTER,Stalagg,0.1579,19
14,HUNTER,Starving Buzzard,0.4211,19
14,HUNTER,Stonetusk Boar,0.2105,19
14,HUNTER,Stormwind Champion,0.0526,19
14,HUNTER,Sylvanas Windrunner,0.2105,19
14,HUNTER,Timber Wolf,0.1053,19
14,HUNTER,Tinkmaster Overspark,0.0526,19
14,HUNTER,Tracking,0.1579,19
14,HUNTER,Undertaker,0.5789,19
14,HUNTER,Unleash the Hounds,0.7895,19
14,HUNTER,Unstable Ghoul,0.2105,19
14,HUNTER,Webspinner,0.6316,19
14,HUNTER,Wisp,0.1579,19
14,HUNTER,Worgen Infiltrator,0.1579,19
14,HUNTER,Young Dragonhawk,0.1579,19
14,HUNTER,Ysera,0.2105,19
14,MAGE,Acidic Swamp Ooze,0.0769,39
14,MAGE,Acolyte of Pain,0.0769,39
14,MAGE,Alarm-o-Bot,0.0256,39
14,MAGE,Alexstrasza,0.1538,39
14,MAGE,Amani Berserker,0.0513,39
14,MAGE,Arcane Explosion,0.2821,39
14,MAGE,Arcane Intellect,0.6923,39
14,MAGE,Arcane Missiles,0.359,39
14,MAGE,Archmage Antonidas,0.0513,39
14,MAGE,Argent Commander,0.0513,39
14,MAGE,Azure Drake,0.3846,39
14,MAGE,Baron Rivendare,0.0769,39
14,MAGE,Blizzard,0.5128,39
14,MAGE,Blood Knight,0.0256,39
14,MAGE,Bloodmage Thalnos,0.1282,39
14,MAGE,Bloodsail Raider,0.0256,39
14,MAGE,Bluegill Warrior,0.1282,39
14,MAGE,Booty Bay Bodyguard,0.0769,39
14,MAGE,Cairne Bloodhoof,0.2051,39
14,MAGE,Chillwind Yeti,0.0769,39
14,MAGE,Cone of Cold,0.4103,39
14,MAGE,Counterspell,0.641,39
14,MAGE,Cult Master,0.0513,39
14,MAGE,Dalaran Mage,0.0256,39
14,MAGE,Dancing Swords,0.1026,39
14,MAGE,Dark Iron Dwarf,0.0256,39
14,MAGE,Darkscale Healer,0.1538,39
14,MAGE,Demolisher,0.1538,39
14,MAGE,Doomsayer,0.3077,39
14,MAGE,Duplicate,0.3333,39
14,MAGE,Earthen Ring Farseer,0.1026,39
14,MAGE,Echoing Ooze,0.0513,39
14,MAGE,Elven Archer,0.2564,39
14,MAGE,Ethereal Arcanist,0.2308,39
14,MAGE,Faerie Dragon,0.1282,39
14,MAGE,Feugen,0.1026,39
14,MAGE,Fireball,1.0,39
14,MAGE,Flamestrike,0.7949,39
14,MAGE,Frost Nova,0.5385,39
14,MAGE,Frostbolt,0.8974,39
14,MAGE,Frostwolf Grunt,0.0513,39
14,MAGE,Frostwolf Warlord,0.0513,39
14,MAGE,Gadgetzan Auctioneer,0.0256,39
14,MAGE,Gnomish Inventor,0.0256,39
14,MAGE,Harrison Jones,0.0256,39
14,MAGE,Harvest Golem,0.0513,39
14,MAGE,Hungry Crab,0.0769,39
14,MAGE,Ice Barrier,0.6923,39
14,MAGE,Ice Block,0.4872,39
14,MAGE,Ice Lance,0.1795,39
14,MAGE,Imp Master,0.0513,39
14,MAGE,Kirin Tor Mage,0.3333,39
14,MAGE,Kobold Geomancer,0.0256,39
14,MAGE,Leper Gnome,0.1026,39
14,MAGE,Loatheb,0.3846,39
14,MAGE,Loot Hoarder,0.2308,39
14,MAGE,Mad Scientist,0.5128,39
14,MAGE,Maexxna,0.1282,39
14,MAGE,Mana Wraith,0.1538,39
14,MAGE,Mana Wyrm,0.4103,39
14,MAGE,Mind Control Tech,0.0256,39
14,MAGE,Mirror Entity,0.1538,39
14,MAGE,Mirror Image,0.2308,39
14,MAGE,Mogu'shan Warden,0.1795,39
14,MAGE,Molten Giant,0.1538,39
14,MAGE,Mountain Giant,0.0256,39
14,MAGE,Murloc Tidehunter,0.0769,39
14,MAGE,Murloc Warleader,0.0256,39
14,MAGE,Nat Pagle,0.0513,39
14,MAGE,Nightblade,0.2564,39
14,MAGE,Novice Engineer,0.0769,39
14,MAGE,Nozdormu,0.0769,39
14,MAGE,Polymorph,0.5128,39
14,MAGE,Pyroblast,0.3333,39
14,MAGE,Questing Adventurer,0.0513,39
14,MAGE,Ragnaros the Firelord,0.3333,39
14,MAGE,Raid Leader,0.0513,39
14,MAGE,Razorfen Hunter,0.0513,39
14,MAGE,Reckless Rocketeer,0.1282,39
14,MAGE,Scarlet Crusader,0.1282,39
14,MAGE,Secretkeeper,0.1538,39
14,MAGE,Sen'jin Shieldmasta,0.1795,39
14,MAGE,Shade of Naxxramas,0.0256,39
14,MAGE,Shieldbearer,0.0256,39
14,MAGE,Sludge Belcher,0.5128,39
14,MAGE,Sorcerer's Apprentice,0.3333,39
14,MAGE,Spectral Knight,0.0256,39
14,MAGE,Spellbender,0.1026,39
14,MAGE,Spiteful Smith,0.0513,39
14,MAGE,Stalagg,0.1538,39
14,MAGE,Stormpike Commando,0.1282,39
14,MAGE,Sunwalker,0.1282,39
14,MAGE,Sylvanas Windrunner,0.1026,39
14,MAGE,Undertaker,0.1026,39
14,MAGE,Unstable Ghoul,0.0513,39
14,MAGE,Vaporize,0.4615,39
14,MAGE,Venture Co. Mercenary,0.1026,39
14,MAGE,Voodoo Doctor,0.0769,39
14,MAGE,Water Elemental,0.1282,39
14,MAGE,Wild Pyromancer,0.0256,39
14,MAGE,Windfury Harpy,0.0256,39
14,MAGE,Wolfrider,0.1282,39
14,MAGE,Worgen Infiltrator,0.0256,39
14,MAGE,Young Dragonhawk,0.0513,39
14,MAGE,Ysera,0.0513,39
14,WARRIOR,Abomination,0.1667,30
14,WARRIOR,Acolyte of Pain,1.0,30
14,WARRIOR,Alexstrasza,0.4667,30
14,WARRIOR,Amani Berserker,0.1,30
14,WARRIOR,Arathi Weaponsmith,0.1667,30
14,WARRIOR,Argent Commander,0.1,30
14,WARRIOR,Armorsmith,0.9,30
14,WARRIOR,Azure Drake,0.1667,30
14,WARRIOR,Baron Geddon,0.2333,30
14,WARRIOR,Battle Rage,0.1,30
14,WARRIOR,Bluegill Warrior,0.0667,30
14,WARRIOR,Brawl,0.4667,30
14,WARRIOR,Cairne Bloodhoof,0.2,30
14,WARRIOR,Cleave,0.6,30
14,WARRIOR,Cruel Taskmaster,0.8333,30
14,WARRIOR,Death's Bite,0.4,30
14,WARRIOR,Defender of Argus,0.2333,30
14,WARRIOR,Demolisher,0.0333,30
14,WARRIOR,Dread Corsair,0.1,30
14,WARRIOR,Earthen Ring Farseer,0.0333,30
14,WARRIOR,Elite Tauren Chieftain,0.0333,30
14,WARRIOR,Elven Archer,0.0667,30
14,WARRIOR,Execute,1.0,30
14,WARRIOR,Faceless Manipulator,0.1333,30
14,WARRIOR,Fen Creeper,0.0333,30
14,WARRIOR,Feugen,0.1,30
14,WARRIOR,Fiery War Axe,0.9333,30
14,WARRIOR,Frost Elemental,0.0333,30
14,WARRIOR,Frostwolf Grunt,0.1,30
14,WARRIOR,Frothing Berserker,0.3333,30
14,WARRIOR,Gorehowl,0.3,30
14,WARRIOR,Grommash Hellscream,0.6667,30
14,WARRIOR,Harrison Jones,0.3,30
14,WARRIOR,Harvest Golem,0.2,30
14,WARRIOR,Haunted Creeper,0.2,30
14,WARRIOR,Heroic Strike,0.0333,30
14,WARRIOR,Hungry Crab,0.0333,30
14,WARRIOR,Injured Blademaster,0.1,30
14,WARRIOR,Inner Rage,0.1,30
14,WARRIOR,Jungle Panther,0.1667,30
14,WARRIOR,Kel'Thuzad,0.0667,30
14,WARRIOR,Knife Juggler,0.0667,30
14,WARRIOR,Kor'kron Elite,0.1,30
14,WARRIOR,Leeroy Jenkins,0.1,30
14,WARRIOR,Leper Gnome,0.2,30
14,WARRIOR,Lightwarden,0.1667,30
14,WARRIOR,Loatheb,0.4,30
14,WARRIOR,Loot Hoarder,0.2,30
14,WARRIOR,Lord of the Arena,0.0667,30
14,WARRIOR,Lorewalker Cho,0.0667,30
14,WARRIOR,Mad Scientist,0.1,30
14,WARRIOR,Maexxna,0.0333,30
14,WARRIOR,Mana Addict,0.0333,30
14,WARRIOR,Millhouse Manastorm,0.0667,30
14,WARRIOR,Mogu'shan Warden,0.0333,30
14,WARRIOR,Murloc Warleader,0.1,30
14,WARRIOR,Nightblade,0.0333,30
14,WARRIOR,Nozdormu,0.0333,30
14,WARRIOR,Pint-Sized Summoner,0.0667,30
14,WARRIOR,Questing Adventurer,0.0333,30
14,WARRIOR,Raging Worgen,0.1667,30
14,WARRIOR,Ragnaros the Firelord,0.5333,30
14,WARRIOR,Reckless Rocketeer,0.0667,30
14,WARRIOR,Sen'jin Shieldmasta,0.1667,30
14,WARRIOR,Shade of Naxxramas,0.1,30
14,WARRIOR,Shield Block,0.9,30
14,WARRIOR,Shield Slam,0.9,30
14,WARRIOR,Slam,0.6,30
14,WARRIOR,Sludge Belcher,1.0,30
14,WARRIOR,Spectral Knight,0.1,30
14,WARRIOR,Spellbreaker,0.0667,30
14,WARRIOR,Stalagg,0.4,30
14,WARRIOR,Stormwind Knight,0.0667,30
14,WARRIOR,Sunwalker,0.2333,30
14,WARRIOR,Sylvanas Windrunner,0.5,30
14,WARRIOR,The Black Knight,0.3333,30
14,WARRIOR,Tinkmaster Overspark,0.1333,30
14,WARRIOR,Undertaker,0.2667,30
14,WARRIOR,Unstable Ghoul,0.7333,30
14,WARRIOR,Upgrade!,0.0333,30
14,WARRIOR,Voodoo Doctor,0.0333,30
14,WARRIOR,Warsong Commander,0.1333,30
14,WARRIOR,Whirlwind,0.3667,30
14,WARRIOR,Wild Pyromancer,0.1667,30
14,WARRIOR,Youthful Brewmaster,0.0333,30
14,WARRIOR,Ysera,0.3,30
14,WARRIOR,Zombie Chow,0.2,30
15,HUNTER,Alexstrasza,0.2105,19
15,HUNTER,Ancient Brewmaster,0.2105,19
15,HUNTER,Animal Companion,0.4737,19
15,HUNTER,Arcane Shot,0.1579,19
15,HUNTER,Argent Squire,0.1579,19
15,HUNTER,Baron Geddon,0.2105,19
15,HUNTER,Baron Rivendare,0.3158,19
15,HUNTER,Cairne Bloodhoof,0.1579,19
15,HUNTER,Dancing Swords,0.0526,19
15,HUNTER,Deadly Shot,0.2105,19
15,HUNTER,Deathlord,0.1053,19
15,HUNTER,Dire Wolf Alpha,0.1053,19
15,HUNTER,Eaglehorn Bow,0.6842,19
15,HUNTER,Echoing Ooze,0.0526,19
15,HUNTER,Elven Archer,0.1579,19
15,HUNTER,Explosive Shot,0.3684,19
15,HUNTER,Explosive Trap,0.6842,19
15,HUNTER,Feugen,0.1579,19
15,HUNTER,Flare,0.4211,19
15,HUNTER,Freezing Trap,0.6842,19
15,HUNTER,Frostwolf Grunt,0.1579,19
15,HUNTER,Goldshire Footman,0.1579,19
15,HUNTER,Harvest Golem,0.1579,19
15,HUNTER,Haunted Creeper,0.6316,19
15,HUNTER,Houndmaster,0.4211,19
15,HUNTER,Hungry Crab,0.0526,19
15,HUNTER,Hunter's Mark,0.7895,19
15,HUNTER,Ironbeak Owl,0.1579,19
15,HUNTER,Ironfur Grizzly,0.1053,19
15,HUNTER,Kel'Thuzad,0.1579,19
15,HUNTER,Kill Command,0.2105,19
15,HUNTER,King Krush,0.1579,19
15,HUNTER,Knife Juggler,0.0526,19
15,HUNTER,Leeroy Jenkins,0.2105,19
15,HUNTER,Leper Gnome,0.7368,19
15,HUNTER,Loatheb,0.2632,19
15,HUNTER,Loot Hoarder,0.2632,19
15,HUNTER,Mad Scientist,0.8421,19
15,HUNTER,Maexxna,0.2105,19
15,HUNTER,Misdirection,0.3684,19
15,HUNTER,Mogu'shan Warden,0.0526,19
